fight_name,fighter_0,fighter_1,winner,method,round_end,date,fight_id
Hermes Franca v Spencer Fisher 2007-01-25,1559,1380,0,KO/TKO,2,2007-01-25,502
Jake O'Brien v Heath Herring 2007-01-25,1567,1630,0,Decision,3,2007-01-25,503
Rashad Evans v Sean Salmon 2007-01-25,724,1690,0,KO/TKO,2,2007-01-25,504
Dustin Hazelett v Diego Saraiva 2007-02-03,1480,1671,0,Decision,3,2007-02-03,505
Lyoto Machida v Sam Hoger 2007-02-03,735,1700,0,Decision,3,2007-02-03,506
Frankie Edgar v Tyson Griffin 2007-02-03,184,1429,0,Decision,3,2007-02-03,507
Terry Martin v Jorge Rivera 2007-02-03,1654,1408,0,KO/TKO,1,2007-02-03,508
Patrick Cote v Scott Smith 2007-02-03,847,1686,0,Decision,3,2007-02-03,509
Rampage Jackson v Marvin Eastman 2007-02-03,1096,1636,0,KO/TKO,2,2007-02-03,510
Roger Huerta v John Halverson 2007-02-03,1561,1651,0,KO/TKO,1,2007-02-03,511
Mirko Cro Cop v Eddie Sanchez 2007-02-03,1101,1618,0,KO/TKO,1,2007-02-03,512
Anderson Silva v Travis Lutter 2007-02-03,552,1642,0,Submission,2,2007-02-03,513
Jamie Varner v Jason Gilliam 2007-03-03,1141,1677,0,Submission,1,2007-03-03,514
Gleison Tibau v Jason Dent 2007-03-03,726,1554,0,Decision,3,2007-03-03,515
Jon Fitch v Luigi Fioravanti 2007-03-03,1322,1594,0,Submission,2,2007-03-03,516
Matt Hamill v Rex Holman 2007-03-03,1247,1699,0,KO/TKO,1,2007-03-03,517
Jason Lambert v Renato Sobral 2007-03-03,1629,1675,0,KO/TKO,2,2007-03-03,518
Matt Hughes v Chris Lytle 2007-03-03,1433,1438,0,Decision,3,2007-03-03,519
Rich Franklin v Jason MacDonald 2007-03-03,1346,1391,0,KO/TKO,2,2007-03-03,520
Martin Kampmann v Drew McFedries 2007-03-03,1262,1560,0,Submission,1,2007-03-03,521
Randy Couture v Tim Sylvia 2007-03-03,1451,1652,0,Decision,5,2007-03-03,522
Thiago Tavares v Naoyuki Kotani 2007-04-05,937,1036,0,Decision,3,2007-04-05,523
Roan Carneiro v Rich Clementi 2007-04-05,857,1595,0,Decision,3,2007-04-05,524
Kuniyoshi Hironaka v Forrest Petz 2007-04-05,1645,1506,0,Decision,3,2007-04-05,525
Kurt Pellegrino v Nate Mohr 2007-04-05,1461,1606,0,Submission,1,2007-04-05,526
Drew Fickett v Keita Nakamura 2007-04-05,1698,567,0,Decision,3,2007-04-05,527
Wilson Gouveia v Seth Petruzelli 2007-04-05,1545,1494,0,Submission,2,2007-04-05,528
Kenny Florian v Dokonjonosuke Mishima 2007-04-05,1432,1697,0,Submission,3,2007-04-05,529
Justin McCully v Antoni Hardonk 2007-04-05,1563,1557,0,Decision,3,2007-04-05,530
Joe Stevenson v Melvin Guillard 2007-04-05,1442,1210,0,Submission,1,2007-04-05,531
Luke Cummo v Josh Haynes 2007-04-07,1631,1696,0,KO/TKO,2,2007-04-07,532
Marcus Davis v Pete Spratt 2007-04-07,1475,1688,0,Submission,2,2007-04-07,533
Thales Leites v Pete Sell 2007-04-07,668,1586,0,Decision,3,2007-04-07,534
Heath Herring v Brad Imes 2007-04-07,1630,1695,0,Decision,3,2007-04-07,535
Kendall Grove v Alan Belcher 2007-04-07,1450,1287,0,Submission,2,2007-04-07,536
Yushin Okami v Mike Swick 2007-04-07,629,1067,0,Decision,3,2007-04-07,537
Roger Huerta v Leonard Garcia 2007-04-07,1561,1289,0,Decision,3,2007-04-07,538
Josh Koscheck v Diego Sanchez 2007-04-07,1108,94,0,Decision,3,2007-04-07,539
Matt Serra v Georges St-Pierre 2007-04-07,1500,789,0,KO/TKO,1,2007-04-07,540
Paul Taylor v Edilberto de Oliveira 2007-04-21,1469,1673,0,KO/TKO,3,2007-04-21,541
Jess Liaudin v Dennis Siver 2007-04-21,1625,824,0,Submission,1,2007-04-21,542
Alessio Sakara v Victor Valimaki 2007-04-21,1239,1694,0,KO/TKO,1,2007-04-21,543
Junior Assuncao v David Lee 2007-04-21,1413,1693,0,Submission,2,2007-04-21,544
Terry Etim v Matt Grice 2007-04-21,1317,1312,0,Submission,1,2007-04-21,545
Cheick Kongo v Assuerio Silva 2007-04-21,1288,1692,0,Decision,3,2007-04-21,546
Lyoto Machida v David Heath 2007-04-21,735,1653,0,Decision,3,2007-04-21,547
Michael Bisping v Elvis Sinosic 2007-04-21,776,1691,0,KO/TKO,2,2007-04-21,548
Andrei Arlovski v Fabricio Werdum 2007-04-21,308,742,0,Decision,3,2007-04-21,549
Gabriel Gonzaga v Mirko Cro Cop 2007-04-21,955,1101,0,KO/TKO,1,2007-04-21,550
Wilson Gouveia v Carmelo Marrero 2007-05-26,1545,1579,0,Submission,1,2007-05-26,551
Din Thomas v Jeremy Stephens 2007-05-26,1646,332,0,Submission,2,2007-05-26,552
Alan Belcher v Sean Salmon 2007-05-26,1287,1690,0,Submission,1,2007-05-26,553
Thiago Silva v James Irvin 2007-05-26,1246,1510,0,KO/TKO,1,2007-05-26,554
Kalib Starnes v Chris Leben 2007-05-26,1643,1227,0,Decision,3,2007-05-26,555
Houston Alexander v Keith Jardine 2007-05-26,1548,1512,0,KO/TKO,1,2007-05-26,556
Terry Martin v Ivan Salaverry 2007-05-26,1654,1638,0,KO/TKO,1,2007-05-26,557
Karo Parisyan v Joshua Burkman 2007-05-26,1489,752,0,Decision,3,2007-05-26,558
Rampage Jackson v Chuck Liddell 2007-05-26,1096,1516,0,KO/TKO,1,2007-05-26,559
Nate Mohr v Luke Caudillo 2007-06-12,1606,1669,0,Decision,3,2007-06-12,560
Anthony Johnson v Chad Reiner 2007-06-12,845,1689,0,KO/TKO,1,2007-06-12,561
Gleison Tibau v Jeff Cox 2007-06-12,726,1648,0,Submission,1,2007-06-12,562
Tamdan McCrory v Pete Spratt 2007-06-12,903,1688,0,Submission,2,2007-06-12,563
Forrest Petz v Luigi Fioravanti 2007-06-12,1506,1594,0,Decision,3,2007-06-12,564
Thiago Tavares v Jason Black 2007-06-12,937,1670,0,Submission,2,2007-06-12,565
Drew McFedries v Jordan Radev 2007-06-12,1560,1659,0,KO/TKO,1,2007-06-12,566
Jon Fitch v Roan Carneiro 2007-06-12,1322,857,0,Submission,2,2007-06-12,567
Spencer Fisher v Sam Stout 2007-06-12,1380,1041,0,Decision,3,2007-06-12,568
Dustin Hazelett v Stevie Lynch 2007-06-16,1480,1687,0,Submission,1,2007-06-16,569
Eddie Sanchez v Colin Robinson 2007-06-16,1618,1657,0,KO/TKO,2,2007-06-16,570
Marcus Davis v Jason Tan 2007-06-16,1475,1641,0,KO/TKO,1,2007-06-16,571
Ed Herman v Scott Smith 2007-06-16,278,1686,0,Submission,2,2007-06-16,572
Tyson Griffin v Clay Guida 2007-06-16,1429,471,0,Decision,3,2007-06-16,573
Jason MacDonald v Rory Singer 2007-06-16,1391,1685,0,KO/TKO,2,2007-06-16,574
Forrest Griffin v Hector Ramirez 2007-06-16,1372,1684,0,Decision,3,2007-06-16,575
Rich Franklin v Yushin Okami 2007-06-16,1346,629,0,Decision,3,2007-06-16,576
Matt Wiman v Brian Geraghty 2007-06-23,248,1683,0,KO/TKO,1,2007-06-23,577
Leonard Garcia v Allen Berube 2007-06-23,1289,1682,0,Submission,1,2007-06-23,578
Cole Miller v Andy Wang 2007-06-23,866,1681,0,KO/TKO,1,2007-06-23,579
Joe Lauzon v Brandon Melendez 2007-06-23,333,1680,0,Submission,2,2007-06-23,580
Roger Huerta v Doug Evans 2007-06-23,1561,1661,0,KO/TKO,2,2007-06-23,581
Thales Leites v Floyd Sword 2007-06-23,668,1679,0,Submission,1,2007-06-23,582
Nate Diaz v Manvel Gamburyan 2007-06-23,297,888,0,Submission,2,2007-06-23,583
BJ Penn v Jens Pulver 2007-06-23,555,1678,0,Submission,2,2007-06-23,584
Frankie Edgar v Mark Bocek 2007-07-07,184,1202,0,KO/TKO,1,2007-07-07,585
