fight_name,fighter_0,fighter_1,winner,method,round_end,date,fight_id
Rampage Jackson v Fabio Maldonado 2015-04-25,1096,1018,0,Decision,3,2015-04-25,2969
Demetrious Johnson v Kyoji Horiguchi 2015-04-25,691,890,0,Submission,5,2015-04-25,2970
Alptekin Ozkilic v Ben Nguyen 2015-05-09,1095,630,1,KO/TKO,1,2015-05-09,2971
Vik Grujic v Brendan O'Reilly 2015-05-09,1094,877,1,Decision,3,2015-05-09,2972
Alex Chambers v Kailin Curran 2015-05-09,671,779,0,Submission,3,2015-05-09,2973
Dylan Andrews v Bradley Scott 2015-05-09,1093,730,1,Submission,2,2015-05-09,2974
Bec Rawlings v Lisa Ellis 2015-05-09,741,1092,0,Submission,1,2015-05-09,2975
Daniel Kelly v Sam Alvey 2015-05-09,729,494,1,KO/TKO,1,2015-05-09,2976
Kyle Noke v Jonavin Webb 2015-05-09,879,977,0,Decision,3,2015-05-09,2977
Hatsu Hioki v Dan Hooker 2015-05-09,1091,69,1,KO/TKO,2,2015-05-09,2978
Jake Matthews v James Vick 2015-05-09,82,352,1,Submission,1,2015-05-09,2979
Anthony Perosh v Sean O'Connell 2015-05-09,1012,873,1,KO/TKO,1,2015-05-09,2980
Brad Tavares v Robert Whittaker 2015-05-09,306,365,1,KO/TKO,1,2015-05-09,2981
Stipe Miocic v Mark Hunt 2015-05-09,451,628,0,KO/TKO,5,2015-05-09,2982
Nolan Ticman v Yao Zhikui 2015-05-16,1090,886,1,Decision,3,2015-05-16,2983
Roldan Sangcha-an v Jon Delos Reyes 2015-05-16,1089,1023,1,Submission,2,2015-05-16,2984
Ning Guangyou v Royston Wee 2015-05-16,885,1088,0,KO/TKO,2,2015-05-16,2985
Jingliang Li v Dhiego Lima 2015-05-16,29,369,0,KO/TKO,1,2015-05-16,2986
Lipeng Zhang v Kajan Johnson 2015-05-16,1087,674,1,Decision,3,2015-05-16,2987
Tae Hyun Bang v Jon Tuck 2015-05-16,917,690,1,Submission,1,2015-05-16,2988
Mark Eddiva v Levan Makashvili 2015-05-16,963,1070,1,Decision,3,2015-05-16,2989
Phillipe Nover v Yui Chul Nam 2015-05-16,856,1006,0,Decision,3,2015-05-16,2990
Hyun Gyu Lim v Neil Magny 2015-05-16,800,28,1,KO/TKO,2,2015-05-16,2991
Mark Munoz v Luke Barnatt 2015-05-16,1085,1086,0,Decision,3,2015-05-16,2992
Gegard Mousasi v Costas Philippou 2015-05-16,846,1084,0,Decision,3,2015-05-16,2993
Frankie Edgar v Urijah Faber 2015-05-16,184,219,0,Decision,5,2015-05-16,2994
Justin Scoggins v Joshua Sampo 2015-05-23,703,1083,0,Decision,3,2015-05-23,2995
Islam Makhachev v Leo Kuntz 2015-05-23,424,1007,0,Submission,2,2015-05-23,2996
Mike Pyle v Colby Covington 2015-05-23,748,211,1,Decision,3,2015-05-23,2997
Uriah Hall v Rafael Natal 2015-05-23,410,810,1,Decision,3,2015-05-23,2998
Dong Hyun Kim v Joshua Burkman 2015-05-23,827,752,0,Submission,3,2015-05-23,2999
John Dodson v Zach Makovsky 2015-05-23,106,872,0,Decision,3,2015-05-23,3000
Joseph Benavidez v John Moraga 2015-05-23,44,685,0,Decision,3,2015-05-23,3001
Travis Browne v Andrei Arlovski 2015-05-23,819,308,1,KO/TKO,1,2015-05-23,3002
Donald Cerrone v John Makdessi 2015-05-23,163,9,0,KO/TKO,2,2015-05-23,3003
Chris Weidman v Vitor Belfort 2015-05-23,330,734,0,KO/TKO,1,2015-05-23,3004
Anthony Johnson v Daniel Cormier 2015-05-23,845,450,1,Submission,3,2015-05-23,3005
Luiz Dutra v Tom Breese 2015-05-30,1082,57,1,KO/TKO,1,2015-05-30,3006
Juliana Lima v Ericka Almeida 2015-05-30,761,1026,0,Decision,3,2015-05-30,3007
Lucas Martins v Mirsad Bektic 2015-05-30,960,124,1,KO/TKO,2,2015-05-30,3008
Elizeu Zaleski dos Santos v Nicolas Dalby 2015-05-30,14,383,1,Decision,3,2015-05-30,3009
Jussier Formiga v Wilson Reis 2015-05-30,10,571,0,Decision,3,2015-05-30,3010
Wendell Oliveira v Darren Till 2015-05-30,1081,299,1,KO/TKO,2,2015-05-30,3011
Francisco Trinaldo v Norman Parke 2015-05-30,8,972,0,Decision,3,2015-05-30,3012
Francimar Barroso v Ryan Jimmo 2015-05-30,762,1080,0,Decision,3,2015-05-30,3013
KJ Noons v Alex Oliveira 2015-05-30,980,30,1,Submission,1,2015-05-30,3014
Nik Lentz v Charles Oliveira 2015-05-30,151,1,1,Submission,3,2015-05-30,3015
Carlos Condit v Thiago Alves 2015-05-30,618,242,0,TKO,2,2015-05-30,3016
Jose Quinonez v Leonardo Morales 2015-06-06,33,1079,0,Submission,1,2015-06-06,3017
Ricardo Abreu v Jake Collier 2015-06-06,1078,787,1,Decision,3,2015-06-06,3018
Joe Proctor v Justin Edwards 2015-06-06,840,1077,0,Submission,3,2015-06-06,3019
Chris Wade v Christos Giagos 2015-06-06,813,459,0,Decision,3,2015-06-06,3020
Brian Ebersole v Omari Akhmedov 2015-06-06,1076,225,1,KO/TKO,1,2015-06-06,3021
Shawn Jordan v Derrick Lewis 2015-06-06,1029,126,0,KO/TKO,2,2015-06-06,3022
Francisco Rivera v Alex Caceres 2015-06-06,929,493,0,KO/TKO,1,2015-06-06,3023
Joe Soto v Anthony Birchak 2015-06-06,759,942,1,KO/TKO,1,2015-06-06,3024
Thiago Tavares v Brian Ortega 2015-06-06,937,623,1,KO/TKO,3,2015-06-06,3025
Dustin Poirier v Yancy Medeiros 2015-06-06,422,103,0,KO/TKO,1,2015-06-06,3026
Ben Rothwell v Matt Mitrione 2015-06-06,237,985,0,Submission,1,2015-06-06,3027
Tim Boetsch v Dan Henderson 2015-06-06,587,900,1,KO/TKO,1,2015-06-06,3028
Gabriel Benitez v Clay Collard 2015-06-13,453,1038,0,Decision,3,2015-06-13,3029
Augusto Montano v Cathal Pendred 2015-06-13,911,1027,1,Decision,3,2015-06-13,3030
Francisco Trevino v Johnny Case 2015-06-13,1031,825,1,Decision,3,2015-06-13,3031
Alejandro Perez v Patrick Williams 2015-06-13,512,739,1,Submission,1,2015-06-13,3032
Efrain Escudero v Drew Dober 2015-06-13,953,178,0,Submission,1,2015-06-13,3033
Henry Cejudo v Chico Camus 2015-06-13,528,1033,0,Decision,3,2015-06-13,3034
Tecia Torres v Angela Hill 2015-06-13,464,89,0,Decision,3,2015-06-13,3035
Yair Rodriguez v Charles Rosa 2015-06-13,331,337,0,Decision,3,2015-06-13,3036
Kelvin Gastelum v Nate Marquardt 2015-06-13,298,785,0,KO/TKO,2,2015-06-13,3037
Gilbert Melendez v Eddie Alvarez 2015-06-13,510,694,1,Decision,3,2015-06-13,3038
Cain Velasquez v Fabricio Werdum 2015-06-13,598,742,1,Submission,3,2015-06-13,3039
Taylor Lapilus v Ulka Sasaki 2015-06-20,918,648,0,KO/TKO,2,2015-06-20,3040
Piotr Hallmann v Magomed Mustafaev 2015-06-20,1017,77,1,TKO,2,2015-06-20,3041
Scott Askham v Antonio Dos Santos 2015-06-20,850,1075,0,KO/TKO,1,2015-06-20,3042
Niklas Backstrom v Noad Lahat 2015-06-20,1074,981,1,Decision,3,2015-06-20,3043
Alan Omer v Arnold Allen 2015-06-20,1073,150,1,Submission,3,2015-06-20,3044
Mairbek Taisumov v Alan Patrick 2015-06-20,427,662,0,KO/TKO,2,2015-06-20,3045
Makwan Amirkhani v Masio Fullen 2015-06-20,305,982,0,Submission,1,2015-06-20,3046
Nick Hein v Lukasz Sajewski 2015-06-20,544,902,0,Decision,3,2015-06-20,3047
Peter Sobotta v Steve Kennedy 2015-06-20,744,1016,0,Submission,1,2015-06-20,3048
Dennis Siver v Tatsuya Kawajiri 2015-06-20,824,928,1,Decision,3,2015-06-20,3049
Joanna Jedrzejczyk v Jessica Penne 2015-06-20,25,838,0,KO/TKO,3,2015-06-20,3050
Danny Martinez v Sirwan Kakai 2015-06-27,1014,1045,1,Decision,3,2015-06-27,3051
Steve Montgomery v Tony Sims 2015-06-27,1015,988,1,KO/TKO,1,2015-06-27,3052
Leandro Silva v Lewis Gonzalez 2015-06-27,920,1072,0,Decision,3,2015-06-27,3053
Alex Oliveira v Joe Merritt 2015-06-27,30,1071,0,Decision,3,2015-06-27,3054
Hacran Dias v Levan Makashvili 2015-06-27,791,1070,0,Decision,3,2015-06-27,3055
Thiago Santos v Steve Bosse 2015-06-27,508,946,0,KO/TKO,1,2015-06-27,3056
Antonio Carlos Junior v Eddie Gordon 2015-06-27,411,1069,0,Submission,3,2015-06-27,3057
Santiago Ponzinibbio v Lorenz Larkin 2015-06-27,646,925,1,KO/TKO,2,2015-06-27,3058
Lyoto Machida v Yoel Romero 2015-06-27,735,23,1,KO/TKO,3,2015-06-27,3059
Yosdenis Cedeno v Cody Pfister 2015-07-11,1068,935,1,Decision,3,2015-07-11,3060
Neil Seery v Louis Smolka 2015-07-11,815,418,1,Decision,3,2015-07-11,3061
Cody Garbrandt v Henry Briones 2015-07-11,591,732,0,Decision,3,2015-07-11,3062
Cathal Pendred v John Howard 2015-07-11,1027,1000,1,Decision,3,2015-07-11,3063
Mike Swick v Alex Garcia 2015-07-11,1067,657,1,Decision,3,2015-07-11,3064
Matt Brown v Tim Means 2015-07-11,226,104,0,Submission,1,2015-07-11,3065
Brad Pickett v Thomas Almeida 2015-07-11,849,763,1,KO/TKO,2,2015-07-11,3066
Gunnar Nelson v Brandon Thatch 2015-07-11,380,865,0,Submission,1,2015-07-11,3067
Dennis Bermudez v Jeremy Stephens 2015-07-11,616,332,1,KO/TKO,3,2015-07-11,3068
Robbie Lawler v Rory MacDonald 2015-07-11,470,945,0,KO/TKO,5,2015-07-11,3069
Chad Mendes v Conor McGregor 2015-07-11,619,162,1,KO/TKO,2,2015-07-11,3070
Darrell Montague v Willie Gates 2015-07-12,1066,950,1,KO/TKO,1,2015-07-12,3071
George Sullivan v Dominic Waters 2015-07-12,688,949,0,Decision,3,2015-07-12,3072
Dan Miller v Trevor Smith 2015-07-12,1065,252,1,Decision,3,2015-07-12,3073
Russell Doane v Jerrod Sanders 2015-07-12,749,944,1,Decision,3,2015-07-12,3074
Josh Samman v Caio Magalhaes 2015-07-12,933,914,0,Submission,1,2015-07-12,3075
Maximo Blanco v Mike de la Torre 2015-07-12,910,848,0,KO/TKO,1,2015-07-12,3076
Angela Magana v Michelle Waterson 2015-07-12,771,348,1,Submission,3,2015-07-12,3077
Jorge Masvidal v Cezar Ferreira 2015-07-12,296,498,0,KO/TKO,1,2015-07-12,3078
Michael Graves v Vicente Luque 2015-07-12,954,301,0,Decision,3,2015-07-12,3079
Kamaru Usman v Hayder Hassan 2015-07-12,210,994,0,Submission,2,2015-07-12,3080
Jake Ellenberger v Stephen Thompson 2015-07-12,684,300,1,KO/TKO,1,2015-07-12,3081
Andrew Craig v Lyman Good 2015-07-15,1064,310,1,KO/TKO,2,2015-07-15,3082
Kevin Casey v Ildemar Alcantara 2015-07-15,921,1063,0,Decision,3,2015-07-15,3083
Igor Araujo v Sean Strickland 2015-07-15,1062,658,1,Decision,3,2015-07-15,3084
Rani Yahya v Masanori Kanehara 2015-07-15,604,989,0,Decision,3,2015-07-15,3085
Jessica Andrade v Sarah Moras 2015-07-15,439,430,0,Decision,3,2015-07-15,3086
Sam Sicilia v Yaotzin Meza 2015-07-15,853,971,0,Decision,3,2015-07-15,3087
Alan Jouban v Matt Dwyer 2015-07-15,569,983,0,Decision,3,2015-07-15,3088
Kevin Lee v James Moontasri 2015-07-15,0,867,0,Submission,1,2015-07-15,3089
Scott Jorgensen v Manvel Gamburyan 2015-07-15,1008,888,1,Decision,3,2015-07-15,3090
Holly Holm v Marion Reneau 2015-07-15,164,588,0,Decision,3,2015-07-15,3091
Josh Thomson v Tony Ferguson 2015-07-15,1061,529,1,Decision,3,2015-07-15,3092
Frank Mir v Todd Duffee 2015-07-15,961,1060,0,KO/TKO,1,2015-07-15,3093
Daniel Omielanczuk v Chris de la Rocha 2015-07-18,818,622,0,KO/TKO,1,2015-07-18,3094
Marcus Brimage v Jimmie Rivera 2015-07-18,1059,530,1,KO/TKO,1,2015-07-18,3095
Rob Whiteford v Paul Redmond 2015-07-18,959,1058,0,KO/TKO,1,2015-07-18,3096
Mickael Lebout v Teemu Packalen 2015-07-18,1024,432,0,Decision,3,2015-07-18,3097
Ilir Latifi v Hans Stringer 2015-07-18,127,1057,0,KO/TKO,1,2015-07-18,3098
Paddy Holohan v Vaughan Lee 2015-07-18,1022,1056,0,Decision,3,2015-07-18,3099
Stevie Ray v Leonardo Mafra 2015-07-18,316,1055,0,KO/TKO,1,2015-07-18,3100
Leon Edwards v Pawel Pawlak 2015-07-18,490,1054,0,Decision,3,2015-07-18,3101
Joanne Calderwood v Cortney Casey 2015-07-18,428,599,0,Decision,3,2015-07-18,3102
Joe Duffy v Ivan Jorge 2015-07-18,582,1053,0,Submission,1,2015-07-18,3103
Ross Pearson v Evan Dunham 2015-07-18,576,665,1,Decision,3,2015-07-18,3104
Michael Bisping v Thales Leites 2015-07-18,776,668,0,Decision,5,2015-07-18,3105
Zak Cummings v Dominique Steele 2015-07-25,436,830,0,KO/TKO,1,2015-07-25,3106
Jessamyn Duke v Elizabeth Phillips 2015-07-25,1052,924,1,Decision,3,2015-07-25,3107
Ramsey Nijem v Andrew Holbrook 2015-07-25,1051,808,1,Decision,3,2015-07-25,3108
Daron Cruickshank v James Krause 2015-07-25,986,129,1,Submission,1,2015-07-25,3109
Eddie Wineland v Bryan Caraway 2015-07-25,536,636,1,Decision,3,2015-07-25,3110
Kenny Robertson v Ben Saunders 2015-07-25,909,227,1,Decision,3,2015-07-25,3111
Jim Miller v Danny Castillo 2015-07-25,108,993,0,Decision,3,2015-07-25,3112
Gian Villante v Tom Lawlor 2015-07-25,595,966,1,KO/TKO,2,2015-07-25,3113
Joe Lauzon v Takanori Gomi 2015-07-25,333,797,0,KO/TKO,1,2015-07-25,3114
Edson Barboza v Paul Felder 2015-07-25,423,68,0,Decision,3,2015-07-25,3115
Miesha Tate v Jessica Eye 2015-07-25,894,230,0,Decision,3,2015-07-25,3116
TJ Dillashaw v Renan Barao 2015-07-25,612,266,0,KO/TKO,4,2015-07-25,3117
Hugo Viana v Guido Cannetti 2015-08-01,1050,43,1,Decision,3,2015-08-01,3118
Vitor Miranda v Clint Hester 2015-08-01,698,952,0,KO/TKO,2,2015-08-01,3119
Iuri Alcantara v Leandro Issa 2015-08-01,687,919,0,Decision,3,2015-08-01,3120
Warlley Alves v Nordine Taleb 2015-08-01,263,435,0,Submission,2,2015-08-01,3121
Rafael Feijao v Patrick Cummins 2015-08-01,979,549,1,KO/TKO,3,2015-08-01,3122
Demian Maia v Neil Magny 2015-08-01,2,28,0,Submission,2,2015-08-01,3123
Claudia Gadelha v Jessica Aguilar 2015-08-01,511,575,0,Decision,3,2015-08-01,3124
Antonio Silva v Soa Palelei 2015-08-01,906,1049,0,KO/TKO,2,2015-08-01,3125
Stefan Struve v Minotauro Nogueira 2015-08-01,236,1048,0,Decision,3,2015-08-01,3126
Reginaldo Vieira v Dileno Lopes 2015-08-01,855,943,0,Decision,3,2015-08-01,3127
Glaico Franca v Fernando Bruno 2015-08-01,908,938,0,Submission,3,2015-08-01,3128
Mauricio Rua v Rogerio Nogueira 2015-08-01,626,553,0,Decision,3,2015-08-01,3129
Ronda Rousey v Bethe Correia 2015-08-01,863,404,0,KO/TKO,1,2015-08-01,3130
Anthony Christodoulou v Scott Holtzman 2015-08-08,1047,109,1,Submission,3,2015-08-08,3131
Marlon Vera v Roman Salazar 2015-08-08,359,1046,0,Submission,2,2015-08-08,3132
Chris Dempsey v Jonathan Wilson 2015-08-08,970,793,1,KO/TKO,1,2015-08-08,3133
Frankie Saenz v Sirwan Kakai 2015-08-08,579,1045,0,Decision,3,2015-08-08,3134
Dustin Ortiz v Willie Gates 2015-08-08,613,950,0,KO/TKO,3,2015-08-08,3135
Chris Camozzi v Tom Watson 2015-08-08,834,1044,0,Decision,3,2015-08-08,3136
Uriah Hall v Oluwale Bamgbose 2015-08-08,410,767,0,KO/TKO,1,2015-08-08,3137
Ray Borg v Geane Herrera 2015-08-08,101,884,0,Decision,3,2015-08-08,3138
Sara McMann v Amanda Nunes 2015-08-08,156,214,1,Submission,1,2015-08-08,3139
Jared Rosholt v Tim Johnson 2015-08-08,978,757,0,Decision,3,2015-08-08,3140
Derek Brunson v Sam Alvey 2015-08-08,454,494,0,KO/TKO,1,2015-08-08,3141
Michael Johnson v Beneil Dariush 2015-08-08,315,26,1,Decision,3,2015-08-08,3142
Glover Teixeira v Ovince Saint Preux 2015-08-08,408,382,0,Submission,3,2015-08-08,3143
Misha Cirkunov v Daniel Jolly 2015-08-23,412,859,0,KO/TKO,1,2015-08-23,3144
Shane Campbell v Elias Silverio 2015-08-23,922,1043,0,Decision,3,2015-08-23,3145
Chris Kelades v Chris Beal 2015-08-23,951,947,0,Decision,3,2015-08-23,3146
Marcos Rogerio de Lima v Nikita Krylov 2015-08-23,1123,7,1,Submission,1,2015-08-23,3147
Yves Jabouin v Felipe Arantes 2015-08-23,1042,715,1,Submission,1,2015-08-23,3148
Sam Stout v Frankie Perez 2015-08-23,1041,812,1,KO/TKO,1,2015-08-23,3149
Maryna Moroz v Valerie Letourneau 2015-08-23,17,871,1,Decision,3,2015-08-23,3150
Olivier Aubin-Mercier v Tony Sims 2015-08-23,481,988,0,Decision,3,2015-08-23,3151
Chad Laprise v Francisco Trinaldo 2015-08-23,625,8,1,KO/TKO,1,2015-08-23,3152
Patrick Cote v Joshua Burkman 2015-08-23,847,752,0,KO/TKO,3,2015-08-23,3153
Neil Magny v Erick Silva 2015-08-23,28,768,0,Decision,3,2015-08-23,3154
Max Holloway v Charles Oliveira 2015-08-23,212,1,0,KO/TKO,1,2015-08-23,3155
Joaquim Silva v Nazareno Malegarie 2015-09-05,472,1040,0,Decision,3,2015-09-05,3156
Joe Riggs v Ron Stallings 2015-09-05,975,1039,0,DQ,2,2015-09-05,3157
Clay Collard v Tiago Trator 2015-09-05,1038,875,1,Decision,3,2015-09-05,3158
Jessica Andrade v Raquel Pennington 2015-09-05,439,165,1,Submission,2,2015-09-05,3159
Francisco Rivera v John Lineker 2015-09-05,929,563,1,Submission,1,2015-09-05,3160
Ross Pearson v Paul Felder 2015-09-05,576,68,0,Decision,3,2015-09-05,3161
Paige VanZant v Alex Chambers 2015-09-05,614,671,0,Submission,3,2015-09-05,3162
Jan Blachowicz v Corey Anderson 2015-09-05,93,92,1,Decision,3,2015-09-05,3163
Anthony Johnson v Jimi Manuwa 2015-09-05,845,539,0,KO/TKO,2,2015-09-05,3164
Andrei Arlovski v Frank Mir 2015-09-05,308,961,0,Decision,3,2015-09-05,3165
Demetrious Johnson v John Dodson 2015-09-05,691,106,0,Decision,5,2015-09-05,3166
Shinsho Anzai v Roger Zapata 2015-09-26,717,1037,0,TKO,3,2015-09-26,3167
Naoyuki Kotani v Kajan Johnson 2015-09-26,1036,674,1,Decision,3,2015-09-26,3168
Nick Hein v Yusuke Kasuya 2015-09-26,544,880,0,Decision,3,2015-09-26,3169
Keita Nakamura v Jingliang Li 2015-09-26,567,29,0,Submission,3,2015-09-26,3170
Katsunori Kikuno v Diego Brandao 2015-09-26,1035,987,1,KO/TKO,1,2015-09-26,3171
Takeya Mizugaki v George Roop 2015-09-26,868,1034,0,Decision,3,2015-09-26,3172
Kyoji Horiguchi v Chico Camus 2015-09-26,890,1033,0,Decision,3,2015-09-26,3173
Gegard Mousasi v Uriah Hall 2015-09-26,846,410,1,KO/TKO,2,2015-09-26,3174
Josh Barnett v Roy Nelson 2015-09-26,916,841,0,Decision,5,2015-09-26,3175
Derrick Lewis v Viktor Pesta 2015-10-03,126,861,0,KO/TKO,3,2015-10-03,3176
Chris Cariaso v Sergio Pettis 2015-10-03,1032,400,1,Decision,3,2015-10-03,3177
Francisco Trevino v Sage Northcutt 2015-10-03,1031,702,1,KO/TKO,1,2015-10-03,3178
Rose Namajunas v Angela Hill 2015-10-03,551,89,0,Submission,1,2015-10-03,3179
Adriano Martins v Islam Makhachev 2015-10-03,805,424,0,KO/TKO,1,2015-10-03,3180
Alan Jouban v Albert Tumenov 2015-10-03,569,901,1,KO/TKO,1,2015-10-03,3181
Yair Rodriguez v Dan Hooker 2015-10-03,331,69,0,Decision,3,2015-10-03,3182
Jessica Eye v Julianna Pena 2015-10-03,230,500,1,Decision,3,2015-10-03,3183
Joseph Benavidez v Ali Bagautinov 2015-10-03,44,891,0,Decision,3,2015-10-03,3184
Shawn Jordan v Ruslan Magomedov 2015-10-03,1029,1030,1,Decision,3,2015-10-03,3185
Ryan Bader v Rashad Evans 2015-10-03,887,724,0,Decision,3,2015-10-03,3186
Daniel Cormier v Alexander Gustafsson 2015-10-03,450,537,0,Decision,5,2015-10-03,3187
Bubba Bush v Garreth McLellan 2015-10-24,1028,852,1,KO/TKO,3,2015-10-24,3188
Darren Elkins v Rob Whiteford 2015-10-24,502,959,0,Decision,3,2015-10-24,3189
Cathal Pendred v Tom Breese 2015-10-24,1027,57,1,KO/TKO,1,2015-10-24,3190
Scott Askham v Krzysztof Jotko 2015-10-24,850,483,1,Decision,3,2015-10-24,3191
Aisling Daly v Ericka Almeida 2015-10-24,1025,1026,0,Decision,3,2015-10-24,3192
Stevie Ray v Mickael Lebout 2015-10-24,316,1024,0,Decision,3,2015-10-24,3193
Neil Seery v Jon Delos Reyes 2015-10-24,815,1023,0,Submission,2,2015-10-24,3194
Norman Parke v Reza Madadi 2015-10-24,972,835,0,Decision,3,2015-10-24,3195
Paddy Holohan v Louis Smolka 2015-10-24,1022,418,1,Submission,2,2015-10-24,3196
Bruno Korea v Matheus Nicolau 2015-11-07,1021,696,1,Submission,3,2015-11-07,3197
Pedro Munhoz v Jimmie Rivera 2015-11-07,534,530,1,Decision,3,2015-11-07,3198
Viscardi Andrade v Gasan Umalatov 2015-11-07,965,1020,0,Decision,3,2015-11-07,3199
Kevin Souza v Chas Skelly 2015-11-07,1019,417,1,Submission,2,2015-11-07,3200
Clay Guida v Thiago Tavares 2015-11-07,471,937,1,Submission,1,2015-11-07,3201
Yan Cabral v Johnny Case 2015-11-07,948,825,1,Decision,3,2015-11-07,3202
Gleison Tibau v Abel Trujillo 2015-11-07,726,766,1,DQ,1,2015-11-07,3203
Fabio Maldonado v Corey Anderson 2015-11-07,1018,92,1,Decision,3,2015-11-07,3204
Gilbert Burns v Rashid Magomedov 2015-11-07,3,842,1,Decision,3,2015-11-07,3205
Alex Oliveira v Piotr Hallmann 2015-11-07,30,1017,0,KO/TKO,3,2015-11-07,3206
Thomas Almeida v Anthony Birchak 2015-11-07,763,942,0,KO/TKO,1,2015-11-07,3207
Glover Teixeira v Patrick Cummins 2015-11-07,408,549,0,KO/TKO,2,2015-11-07,3208
Vitor Belfort v Dan Henderson 2015-11-07,734,900,0,KO/TKO,1,2015-11-07,3209
Ben Nguyen v Ryan Benoit 2015-11-14,630,209,0,Submission,1,2015-11-14,3210
James Moontasri v Anton Zafir 2015-11-14,867,940,0,KO/TKO,1,2015-11-14,3211
Richard Walsh v Steve Kennedy 2015-11-14,882,1016,0,Decision,3,2015-11-14,3212
Daniel Kelly v Steve Montgomery 2015-11-14,729,1015,0,Decision,3,2015-11-14,3213
Richie Vaculik v Danny Martinez 2015-11-14,1013,1014,1,Decision,3,2015-11-14,3214
Anthony Perosh v Gian Villante 2015-11-14,1012,595,1,KO/TKO,1,2015-11-14,3215
Kyle Noke v Peter Sobotta 2015-11-14,879,744,0,KO/TKO,1,2015-11-14,3216
Jake Matthews v Akbarh Arreola 2015-11-14,82,1011,0,TKO,2,2015-11-14,3217
Stefan Struve v Jared Rosholt 2015-11-14,236,978,1,Decision,3,2015-11-14,3218
Uriah Hall v Robert Whittaker 2015-11-14,410,365,1,Decision,3,2015-11-14,3219
Mark Hunt v Antonio Silva 2015-11-14,628,906,0,KO/TKO,1,2015-11-14,3220
Joanna Jedrzejczyk v Valerie Letourneau 2015-11-14,25,871,0,Decision,5,2015-11-14,3221
Ronda Rousey v Holly Holm 2015-11-14,863,164,1,KO/TKO,2,2015-11-14,3222
Valmir Lazaro v Michel Prazeres 2015-11-21,1010,597,1,Decision,3,2015-11-21,3223
Cesar Arzamendia v Polo Reyes 2015-11-21,930,397,1,KO/TKO,1,2015-11-21,3224
Vernon Ramos v Alvaro Herrera 2015-11-21,1009,697,1,KO/TKO,1,2015-11-21,3225
Gabriel Benitez v Andre Fili 2015-11-21,453,174,1,KO/TKO,1,2015-11-21,3226
Alejandro Perez v Scott Jorgensen 2015-11-21,512,1008,0,KO/TKO,2,2015-11-21,3227
Hector Urbina v Bartosz Fabinski 2015-11-21,907,647,1,Decision,3,2015-11-21,3228
Erik Perez v Taylor Lapilus 2015-11-21,896,918,0,Decision,3,2015-11-21,3229
Efrain Escudero v Leandro Silva 2015-11-21,953,920,1,Decision,3,2015-11-21,3230
Horacio Gutierrez v Enrique Barzola 2015-11-21,927,324,1,Decision,3,2015-11-21,3231
Erick Montano v Enrique Marin 2015-11-21,897,936,0,Decision,3,2015-11-21,3232
Jussier Formiga v Henry Cejudo 2015-11-21,10,528,1,Decision,3,2015-11-21,3233
Ricardo Lamas v Diego Sanchez 2015-11-21,535,94,0,Decision,3,2015-11-21,3234
Neil Magny v Kelvin Gastelum 2015-11-21,28,298,0,Decision,5,2015-11-21,3235
Dominique Steele v Dong Hyun Ma 2015-11-28,830,200,0,KO/TKO,3,2015-11-28,3236
Ning Guangyou v Marco Beltran 2015-11-28,885,796,1,Decision,3,2015-11-28,3237
Yao Zhikui v Fredy Serrano 2015-11-28,886,869,1,KO/TKO,1,2015-11-28,3238
Seohee Ham v Cortney Casey 2015-11-28,881,599,0,Decision,3,2015-11-28,3239
Tae Hyun Bang v Leo Kuntz 2015-11-28,917,1007,0,Decision,3,2015-11-28,3240
Yui Chul Nam v Mike de la Torre 2015-11-28,1006,848,1,Decision,3,2015-11-28,3241
Dongi Yang v Jake Collier 2015-11-28,1005,787,0,KO/TKO,2,2015-11-28,3242
Dooho Choi v Sam Sicilia 2015-11-28,188,853,0,KO/TKO,1,2015-11-28,3243
Yoshihiro Akiyama v Alberto Mina 2015-11-28,1004,736,1,Decision,3,2015-11-28,3244
Dong Hyun Kim v Dominic Waters 2015-11-28,827,949,0,KO/TKO,1,2015-11-28,3245
Benson Henderson v Jorge Masvidal 2015-11-28,1003,296,0,Decision,5,2015-11-28,3246
Kailin Curran v Emily Peters Kagan 2015-12-10,779,1002,0,Submission,2,2015-12-10,3247
Zubaira Tukhugov v Phillipe Nover 2015-12-10,79,856,0,Decision,3,2015-12-10,3248
Danny Roberts v Nathan Coy 2015-12-10,276,844,0,Submission,1,2015-12-10,3249
Santiago Ponzinibbio v Andreas Stahl 2015-12-10,646,1001,0,KO/TKO,1,2015-12-10,3250
Aljamain Sterling v Johnny Eduardo 2015-12-10,533,727,0,Submission,2,2015-12-10,3251
Omari Akhmedov v Sergio Moraes 2015-12-10,225,259,1,KO/TKO,3,2015-12-10,3252
Tim Means v John Howard 2015-12-10,104,1000,0,KO/TKO,2,2015-12-10,3253
Elias Theodorou v Thiago Santos 2015-12-10,558,508,1,Decision,3,2015-12-10,3254
Sage Northcutt v Cody Pfister 2015-12-10,702,935,0,Submission,2,2015-12-10,3255
Jim Miller v Michael Chiesa 2015-12-10,108,143,1,Submission,2,2015-12-10,3256
Rose Namajunas v Paige VanZant 2015-12-10,551,614,0,Submission,5,2015-12-10,3257
Chris Gruetzemacher v Abner Lloveras 2015-12-11,740,999,0,Decision,3,2015-12-11,3258
Joby Sanchez v Geane Herrera 2015-12-11,653,884,1,KO/TKO,2,2015-12-11,3259
